#,Title,Notes,Chat,Text Overlay,User Tags,Synergy Tags,Result,Duration,In Point,Out Point,Media In Point,Media Out Point,Team,Game,Date,Pd.,Clock,Player,Play Type,Play Call,Group,Synergy String
158,UWW M2M ,WWW@RIP - 11/06/2025 QTR: 1 CLK: 13:35,,,,,Miss 3 Pts,0:29.6,,,43:53.93,44:23.53,Ripon Redhawks,WWW@RIP,11/7/2025,1,13:35,Jack Field,,,,42 Jack Field > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
159,FLOW (ZOOM) - M2M D,WWW@RIP - 11/06/2025 QTR: 1 CLK: 13:30,,,,,Foul,0:18.4,,,44:16.18,44:34.53,Wisconsin-(Whitewater) Warhawks,WWW@RIP,11/7/2025,1,13:30,Jake Quast,,,,12 Jake Quast > Hand Off > From Dribble > Top > To Basket > Foul
160,UWW M2M ,WWW@RIP - 11/06/2025 QTR: 1 CLK: 13:02,,,,,Miss 3 Pts,0:33.7,,,45:16.18,45:49.85,Ripon Redhawks,WWW@RIP,11/7/2025,1,13:02,Jack Field,,,,42 Jack Field > Spot-Up > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts
161,TRAN,WWW@RIP - 11/06/2025 QTR: 1 CLK: 12:46,,,,,Miss 3 Pts,0:28.1,,,45:41.25,46:09.33,Wisconsin-(Whitewater) Warhawks,WWW@RIP,11/7/2025,1,12:46,Darius Chestnut,,,,21 Brock Marino > Post-Up > Left Block > Left Shoulder > Dribble Move > Defense Commits > Ball Delivered > 10 Darius Chestnut > Spot-Up > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts
162,BLOB-LINE- REJECT-M2M,WWW@RIP - 11/06/2025 QTR: 1 CLK: 12:31,,,,,Turnover,0:12.0,,,46:40.45,46:52.45,Wisconsin-(Whitewater) Warhawks,WWW@RIP,11/7/2025,1,12:31,Jake Quast,,,,12 Jake Quast > No Play Type > Turnover
163,UWW M2M ,WWW@RIP - 11/06/2025 QTR: 1 CLK: 12:20,,,,,Miss 3 Pts,0:23.8,,,47:05.85,47:29.65,Ripon Redhawks,WWW@RIP,11/7/2025,1,12:20,Jarton Davis,,,,4 Jarton Davis > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
164,5 OUT BS- RICKY- M2M D SOFT HEDGE,WWW@RIP - 11/06/2025 QTR: 1 CLK: 11:58,,,,,Turnover,0:16.5,,,47:30.33,47:46.78,Wisconsin-(Whitewater) Warhawks,WWW@RIP,11/7/2025,1,11:58,Austin Ambrose,,,,22 Joey Berezowitz > P&R Ball Handler > Right P&R > Side > Dribble Off Pick > Defense Commits > Ball Delivered > 20 Austin Ambrose > P&R Roll Man > Pick and Pops > Drives Left > Turnover
165,UWW M2M D,WWW@RIP - 11/06/2025 QTR: 1 CLK: 11:40,,,,,1 Pts,0:19.9,,,47:57.65,48:17.53,Ripon Redhawks,WWW@RIP,11/7/2025,1,11:40,Jack Field,,,,42 Jack Field > Post-Up > Right Block > Right Shoulder > Dribble Move > To Jumper > Make 2 Pts Foul > 1 Pts
166,PANTHER- M2M D,WWW@RIP - 11/06/2025 QTR: 1 CLK: 11:25,,,,,Make 2 Pts,0:14.3,,,48:44.13,48:58.38,Wisconsin-(Whitewater) Warhawks,WWW@RIP,11/7/2025,1,11:25,Jr Lukenbill,,,,10 Darius Chestnut > P&R Ball Handler > Left P&R > Side > Dribble Off Pick > Defense Commits > Ball Delivered > 11 Jr Lukenbill > Cut > Screen > Make 2 Pts
167,UWW M2M ,WWW@RIP - 11/06/2025 QTR: 1 CLK: 11:07,,,,,Turnover,0:14.3,,,49:01.25,49:15.58,Ripon Redhawks,WWW@RIP,11/7/2025,1,11:07,Michael Asman,,,,4 Jarton Davis > P&R Ball Handler > Right P&R > Baseline > Dribble Off Pick > Defense Commits > Ball Delivered > 35 Michael Asman > P&R Roll Man > Pick and Pops > Drives Left > Turnover
168,TRAN : - M2M,WWW@RIP - 11/06/2025 QTR: 1 CLK: 11:02,,,,,Foul,0:11.2,,,49:10.25,49:21.45,Wisconsin-(Whitewater) Warhawks,WWW@RIP,11/7/2025,1,11:02,Darius Chestnut,,,,10 Darius Chestnut > Transition > Right Wing > To Basket > Foul
169,UWW M2M PRESS,WWW@RIP - 11/06/2025 QTR: 1 CLK: 10:46,,,,,Make 2 Pts,0:21.5,,,50:08.45,50:29.93,Ripon Redhawks,WWW@RIP,11/7/2025,1,10:46,Seth Bunders,,,,3 Seth Bunders > Hand Off > From Stationary > Top > Dribble Jumper > Short to < 17' > Make 2 Pts
170,WILDCAT? : - M2M,WWW@RIP - 11/06/2025 QTR: 1 CLK: 10:34,,,,,Miss 3 Pts,0:17.3,,,50:32.33,50:49.65,Wisconsin-(Whitewater) Warhawks,WWW@RIP,11/7/2025,1,10:34,Jr Lukenbill,,,,11 Jr Lukenbill > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
171,UWW M2M PRESS,WWW@RIP - 11/06/2025 QTR: 1 CLK: 10:11,,,,,Miss 2 Pts,0:23.5,,,51:10.38,51:33.85,Ripon Redhawks,WWW@RIP,11/7/2025,1,10:11,Jarton Davis,,,,4 Jarton Davis > P&R Ball Handler > High P&R > Takes Early Jump Shot > Dribble Jumper > Medium/17' to <3p > Miss 2 Pts
172,UWW M2M : - BLOB,WWW@RIP - 11/06/2025 QTR: 1 CLK: 10:00,,,,,Turnover,0:14.6,,,51:46.25,52:00.85,Ripon Redhawks,WWW@RIP,11/7/2025,1,10:00,Seth Bunders,,,,3 Seth Bunders > No Play Type > Turnover
173,SNAP : - M2M(DROP),WWW@RIP - 11/06/2025 QTR: 1 CLK: 09:44,,,,,Make 3 Pts,0:15.4,,,52:10.18,52:25.53,Wisconsin-(Whitewater) Warhawks,WWW@RIP,11/7/2025,1,9:44,Collin Madson,,,,15 Collin Madson > P&R Ball Handler > High P&R > Dribble Off Pick > Dribble Jumper > Long/3pt > Make 3 Pts
174,UWW M2M,WWW@RIP - 11/06/2025 QTR: 1 CLK: 09:26,,,,,Turnover,0:13.9,,,52:42.33,52:56.18,Ripon Redhawks,WWW@RIP,11/7/2025,1,9:26,Seth Bunders,,,,3 Seth Bunders > Off Screen > To Shooter's Right > Straight > Turnover
175,TRAN : - M2M,WWW@RIP - 11/06/2025 QTR: 1 CLK: 09:13,,,,,Turnover,0:17.8,,,52:51.33,53:09.13,Wisconsin-(Whitewater) Warhawks,WWW@RIP,11/7/2025,1,9:13,Richie Warren,,,,24 Richie Warren > Spot-Up > Drives Left > Turnover
176,UWW M2M,WWW@RIP - 11/06/2025 QTR: 1,,,,,Non Shooting Foul,0:30.2,,,53:04.13,53:34.33,Ripon Redhawks,WWW@RIP,11/7/2025,1,,Michael Asman,,,,35 Michael Asman > Non Possession > Non Shooting Foul
177,UWW M2M D : - BLOB,WWW@RIP - 11/06/2025 QTR: 1,,,,,Non Shooting Foul,0:13.6,,,53:51.65,54:05.25,Ripon Redhawks,WWW@RIP,11/7/2025,1,,Kolby Williams,,,,12 Kolby Williams > Non Possession > Non Shooting Foul
178,UWW M2M D : - BLOB,WWW@RIP - 11/06/2025 QTR: 1 CLK: 08:33,,,,,Miss 2 Pts,0:23.7,,,54:17.73,54:41.38,Ripon Redhawks,WWW@RIP,11/7/2025,1,8:33,Kolby Williams,,,,12 Kolby Williams > Post-Up > Right Block > Left Shoulder > Dribble Move > To Basket > Miss 2 Pts
179,BLOB-LINE- CURL- M2M ,WWW@RIP - 11/06/2025 QTR: 1 CLK: 07:56,,,,,Make 2 Pts,0:23.1,,,55:28.93,55:52.05,Wisconsin-(Whitewater) Warhawks,WWW@RIP,11/7/2025,1,7:56,Collin Madson,,,,15 Collin Madson > Post-Up > Left Block > Left Shoulder > Dribble Move > To Hook > Make 2 Pts
180,TRAN : - M2M,WWW@RIP - 11/06/2025 QTR: 1 CLK: 07:43,,,,,Miss 3 Pts,0:19.4,,,55:50.13,56:09.53,Ripon Redhawks,WWW@RIP,11/7/2025,1,7:43,Michael Asman,,,,3 Seth Bunders > P&R Ball Handler > High P&R > Dribble Off Pick > Defense Commits > Ball Delivered > 35 Michael Asman > P&R Roll Man > Pick and Pops > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts
181,SNAP- M2M D,WWW@RIP - 11/06/2025 QTR: 1 CLK: 07:27,,,,,Miss 3 Pts,0:12.8,,,56:18.33,56:31.13,Wisconsin-(Whitewater) Warhawks,WWW@RIP,11/7/2025,1,7:27,Collin Madson,,,,15 Collin Madson > Off Screen > To Shooter's Left > Straight > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts
182,TRAN,WWW@RIP - 11/06/2025 QTR: 1 CLK: 07:20,,,,,Foul,0:11.2,,,56:25.85,56:37.05,Ripon Redhawks,WWW@RIP,11/7/2025,1,7:20,Seth Bunders,,,,3 Seth Bunders > Transition > Ballhandler > To Basket > Foul
183,P4 : - M2M,WWW@RIP - 11/06/2025 QTR: 1 CLK: 06:53,,,,,Make 2 Pts,0:26.6,,,59:16.78,59:43.33,Wisconsin-(Whitewater) Warhawks,WWW@RIP,11/7/2025,1,6:53,Collin Madson,,,,0 Isaac Verges > P&R Ball Handler > High P&R > Dribble Off Pick > Defense Commits > Ball Delivered > 15 Collin Madson > Spot-Up > Drives Left > To Basket > Make 2 Pts
184,UWW D M2M ,WWW@RIP - 11/06/2025 QTR: 1 CLK: 06:33,,,,,Miss 3 Pts,0:15.5,,,59:47.98,1:00:03.45,Ripon Redhawks,WWW@RIP,11/7/2025,1,6:33,Sam Leoni,,,,13 CJ Brown > P&R Ball Handler > Left P&R > Side > Defense Commits > Ball Delivered > 11 Sam Leoni > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
185,TRAN : - M2M,WWW@RIP - 11/06/2025 QTR: 1 CLK: 06:30,,,,,Miss 2 Pts,0:23.1,,,59:57.58,1:00:20.65,Wisconsin-(Whitewater) Warhawks,WWW@RIP,11/7/2025,1,6:30,Richie Warren,,,,24 Richie Warren > Transition > Trailer > No Dribble Jumper > Open > Medium/17' to <3p > Miss 2 Pts
186,BLOB - LINE(BOT) : - M2M,WWW@RIP - 11/06/2025 QTR: 1 CLK: 06:10,,,,,Foul,0:12.3,,,1:00:38.53,1:00:50.85,Wisconsin-(Whitewater) Warhawks,WWW@RIP,11/7/2025,1,6:10,Brock Marino,,,,21 Brock Marino > Hand Off > From Dribble > Right > To Basket > Foul
187,Brock Marino,WWW@RIP - 11/06/2025 QTR: 1,,,,,Run Offense,0:00.0,,,1:01:44.25,1:01:44.25,Wisconsin-(Whitewater) Warhawks,WWW@RIP,11/7/2025,1,,Brock Marino,,,,21 Brock Marino > Offensive Rebound > Short > Run Offense
188,BLOB-LINE-CURL- M2M  ,WWW@RIP - 11/06/2025 QTR: 1 CLK: 06:01,,,,,Make 3 Pts,0:09.9,,,1:01:54.33,1:02:04.18,Wisconsin-(Whitewater) Warhawks,WWW@RIP,11/7/2025,1,6:01,Collin Madson,,,,15 Collin Madson > Off Screen > To Shooter's Right > Straight > No Dribble Jumper > Guarded > Long/3pt > Make 3 Pts
189,UWW M2M D ,WWW@RIP - 11/06/2025 QTR: 1 CLK: 05:44,,,,,Miss 2 Pts,0:17.3,,,1:02:03.78,1:02:21.05,Ripon Redhawks,WWW@RIP,11/7/2025,1,5:44,Jack Field,,,,3 Seth Bunders > P&R Ball Handler > Right P&R > Baseline > Dribble Off Pick > Defense Commits > Ball Delivered > 42 Jack Field > P&R Roll Man > Pick and Pops > No Dribble Jumper > Guarded > Medium/17' to <3p > Miss 2 Pts
190,TRAN : - M2M,WWW@RIP - 11/06/2025 QTR: 1 CLK: 05:33,,,,,Make 2 Pts,0:15.9,,,1:02:15.25,1:02:31.13,Wisconsin-(Whitewater) Warhawks,WWW@RIP,11/7/2025,1,5:33,Isaac Verges,,,,0 Isaac Verges > No Play Type > To Basket > Make 2 Pts
191,UWW M2M D,WWW@RIP - 11/06/2025 QTR: 1 CLK: 05:17,,,,,Miss 3 Pts,0:14.3,,,1:02:32.73,1:02:47.05,Ripon Redhawks,WWW@RIP,11/7/2025,1,5:17,Seth Bunders,,,,3 Seth Bunders > P&R Ball Handler > High P&R > Dribble Off Pick > Dribble Jumper > Long/3pt > Miss 3 Pts
192,TRAN : - M2M,WWW@RIP - 11/06/2025 QTR: 1 CLK: 05:07,,,,,Miss 3 Pts,0:17.4,,,1:02:40.45,1:02:57.85,Wisconsin-(Whitewater) Warhawks,WWW@RIP,11/7/2025,1,5:07,Collin Madson,,,,15 Collin Madson > P&R Ball Handler > Left P&R > Side > Dribble Off Pick > Dribble Jumper > Long/3pt > Miss 3 Pts
193,UWW M2M : - TRAN,WWW@RIP - 11/06/2025 QTR: 1 CLK: 05:00,,,,,Make 2 Pts,0:13.7,,,1:02:50.53,1:03:04.25,Ripon Redhawks,WWW@RIP,11/7/2025,1,5:00,Michael Asman,,,,35 Michael Asman > Transition > First Middle > To Basket > Make 2 Pts
194,P2 : - M2M,WWW@RIP - 11/06/2025 QTR: 1 CLK: 04:33,,,,,Make 2 Pts,0:21.3,,,1:03:09.45,1:03:30.78,Wisconsin-(Whitewater) Warhawks,WWW@RIP,11/7/2025,1,4:33,Brock Marino,,,,21 Brock Marino > Post-Up > Left Block > Right Shoulder > Dribble Move > To Hook > Make 2 Pts
195,UWW M2M D,WWW@RIP - 11/06/2025 QTR: 1 CLK: 04:13,,,,,Make 3 Pts,0:17.2,,,1:03:35.85,1:03:53.05,Ripon Redhawks,WWW@RIP,11/7/2025,1,4:13,Michael Asman,,,,35 Michael Asman > Off Screen > To Shooter's Left > Straight > No Dribble Jumper > Guarded > Long/3pt > Make 3 Pts
196,5 OUT - DHO(PASS-FLAIR-RS BS) : - M2M(SOFT-HEDGE),WWW@RIP - 11/06/2025 QTR: 1 CLK: 03:51,,,,,Turnover,0:17.1,,,1:03:55.73,1:04:12.85,Wisconsin-(Whitewater) Warhawks,WWW@RIP,11/7/2025,1,3:51,Isaac Verges,,,,0 Isaac Verges > P&R Ball Handler > Right P&R > Side > Dribble Off Pick > Defense Commits > Turnover
197,UWW M2M D : - TRAN,WWW@RIP - 11/06/2025 QTR: 1 CLK: 03:43,,,,,Make 3 Pts,0:15.3,,,1:04:07.13,1:04:22.45,Ripon Redhawks,WWW@RIP,11/7/2025,1,3:43,Michael Asman,,,,35 Michael Asman > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Make 3 Pts
198,TWINS - BS RS : - M2M(SWITCH),WWW@RIP - 11/06/2025 QTR: 1 CLK: 03:11,,,,,Miss 2 Pts,0:28.3,,,1:04:25.93,1:04:54.25,Wisconsin-(Whitewater) Warhawks,WWW@RIP,11/7/2025,1,3:11,Richie Warren,,,,32 Luke Bara > P&R Ball Handler > High P&R > Dribble Off Pick > Defense Commits > Ball Delivered > 24 Richie Warren > Spot-Up > No Dribble Jumper > Open > Medium/17' to <3p > Miss 2 Pts
199,UWW M2M- TRAN,WWW@RIP - 11/06/2025 QTR: 1 CLK: 02:49,,,,,Miss 2 Pts,0:20.0,,,1:04:55.85,1:05:15.85,Ripon Redhawks,WWW@RIP,11/7/2025,1,2:49,Seth Bunders,,,,3 Seth Bunders > Hand Off > From Stationary > Top > To Basket > Miss 2 Pts
200,TRAN,WWW@RIP - 11/06/2025 QTR: 1 CLK: 02:37,,,,,Make 2 Pts,0:16.1,,,1:05:10.25,1:05:26.38,Wisconsin-(Whitewater) Warhawks,WWW@RIP,11/7/2025,1,2:37,Luke Bara,,,,32 Luke Bara > ISO > Right > Drives Right > To Basket > Make 2 Pts
201,UWW M2M D,WWW@RIP - 11/06/2025 QTR: 1,,,,,No Violation,0:07.6,,,1:05:31.93,1:05:39.53,Ripon Redhawks,WWW@RIP,11/7/2025,1,,CJ Brown,,,,13 CJ Brown > Non Possession > No Violation
202,UWW D- M2M- ATO,WWW@RIP - 11/06/2025 QTR: 1 CLK: 02:06,,,,,Turnover,0:16.7,,,1:06:35.45,1:06:52.13,Ripon Redhawks,WWW@RIP,11/7/2025,1,2:06,Jarton Davis,,,,4 Jarton Davis > No Play Type > Turnover
203,TRAN,WWW@RIP - 11/06/2025 QTR: 1 CLK: 02:06,,,,,Foul,0:10.5,,,1:06:47.93,1:06:58.45,Wisconsin-(Whitewater) Warhawks,WWW@RIP,11/7/2025,1,2:06,Isaac Verges,,,,0 Isaac Verges > Transition > Right Wing > Foul
204,UWW M2M D,WWW@RIP - 11/06/2025 QTR: 1 CLK: 01:51,,,,,Miss 3 Pts,0:21.5,,,1:07:49.33,1:08:10.85,Ripon Redhawks,WWW@RIP,11/7/2025,1,1:51,Michael Asman,,,,3 Seth Bunders > P&R Ball Handler > High P&R > Dribble Off Pick > Defense Commits > Ball Delivered > 35 Michael Asman > P&R Roll Man > Slips the Pick > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts
205,TRAN,WWW@RIP - 11/06/2025 QTR: 1 CLK: 01:39,,,,,Miss 2 Pts,0:14.5,,,1:08:05.25,1:08:19.73,Wisconsin-(Whitewater) Warhawks,WWW@RIP,11/7/2025,1,1:39,Luke Bara,,,,32 Luke Bara > Transition > Ballhandler > To Basket > Miss 2 Pts
206,BLOB - LINE(CURL) : - M2M,WWW@RIP - 11/06/2025 QTR: 1,,,,,Kicked Ball,0:13.4,,,1:08:42.05,1:08:55.45,Wisconsin-(Whitewater) Warhawks,WWW@RIP,11/7/2025,1,,Isaac Verges,,,,0 Isaac Verges > Non Possession > Kicked Ball
207,"SLOB - BS(BS, DROP) : - M2M",WWW@RIP - 11/06/2025 QTR: 1,,,,,No Violation,0:21.3,,,1:09:06.85,1:09:28.13,Wisconsin-(Whitewater) Warhawks,WWW@RIP,11/7/2025,1,,Brock Marino,,,,21 Brock Marino > Non Possession > No Violation
208,BLOB - LINE(DOUBLE) : - M2M,WWW@RIP - 11/06/2025 QTR: 1 CLK: 01:12,,,,,Turnover,0:10.2,,,1:09:37.05,1:09:47.25,Wisconsin-(Whitewater) Warhawks,WWW@RIP,11/7/2025,1,1:12,Luke Bara,,,,32 Luke Bara > Off Screen > To Shooter's Right > Straight > Turnover
209,UWW M2M D,WWW@RIP - 11/06/2025 QTR: 1 CLK: 00:50,,,,,Turnover,0:20.0,,,1:09:56.85,1:10:16.85,Ripon Redhawks,WWW@RIP,11/7/2025,1,0:50,Kolby Williams,,,,3 Seth Bunders > P&R Ball Handler > High P&R > Dribble Off Pick > Defense Commits > Ball Delivered > 12 Kolby Williams > Spot-Up > Drives Right > Turnover
210,TRAN,WWW@RIP - 11/06/2025 QTR: 1 CLK: 00:46,,,,,Turnover,0:10.3,,,1:10:11.45,1:10:21.78,Wisconsin-(Whitewater) Warhawks,WWW@RIP,11/7/2025,1,0:46,Brock Marino,,,,21 Brock Marino > Transition > Ballhandler > Turnover
211,UWW M2M D,WWW@RIP - 11/06/2025 QTR: 1 CLK: 00:15,,,,,Miss 3 Pts,0:34.2,,,1:10:48.65,1:11:22.85,Ripon Redhawks,WWW@RIP,11/7/2025,1,0:15,Seth Bunders,,,,3 Seth Bunders > P&R Ball Handler > High P&R > Dribble Off Pick > Dribble Jumper > Long/3pt > Miss 3 Pts
212,SNAP : - M2M,WWW@RIP - 11/06/2025 QTR: 1 CLK: 00:02,,,,,Miss 3 Pts,0:22.2,,,1:11:35.05,1:11:57.25,Wisconsin-(Whitewater) Warhawks,WWW@RIP,11/7/2025,1,0:02,Collin Madson,,,,15 Collin Madson > P&R Ball Handler > High P&R > Dribble Off Pick > Dribble Jumper > Long/3pt > Miss 3 Pts
213,PANTHER : - M2M,WWW@RIP - 11/06/2025 QTR: 2 CLK: 19:32,,,,,Make 2 Pts,0:18.8,,,1:28:08.58,1:28:27.33,Wisconsin-(Whitewater) Warhawks,WWW@RIP,11/7/2025,2,19:32,Brock Marino,,,,21 Brock Marino > Spot-Up > Drives Right > To Basket > Make 2 Pts
214,UWW M2M- PRESS,WWW@RIP - 11/06/2025 QTR: 2 CLK: 19:13,,,,,Foul,0:21.1,,,1:28:26.53,1:28:47.65,Ripon Redhawks,WWW@RIP,11/7/2025,2,19:13,Kolby Williams,,,,12 Kolby Williams > ISO > Right > Drives Right > To Basket > Foul
215,TWINS - CURL : - M2M,WWW@RIP - 11/06/2025 QTR: 2 CLK: 18:57,,,,,Make 2 Pts,0:15.4,,,1:29:35.38,1:29:50.73,Wisconsin-(Whitewater) Warhawks,WWW@RIP,11/7/2025,2,18:57,Brock Marino,,,,21 Brock Marino > Cut > Basket > Make 2 Pts
216,UWW M2M- PRSS,WWW@RIP - 11/06/2025 QTR: 2,,,,,No Violation,0:16.8,,,1:29:50.05,1:30:06.85,Ripon Redhawks,WWW@RIP,11/7/2025,2,,CJ Brown,,,,13 CJ Brown > Non Possession > No Violation
217,UWW M2M- BLOB,WWW@RIP - 11/06/2025 QTR: 2 CLK: 18:36,,,,,Miss 3 Pts,0:12.3,,,1:30:14.45,1:30:26.73,Ripon Redhawks,WWW@RIP,11/7/2025,2,18:36,Seth Bunders,,,,3 Seth Bunders > P&R Ball Handler > Right P&R > Side > Dribble Off Pick > Dribble Jumper > Long/3pt > Miss 3 Pts
218,GET PLAY? : - M2M(DROP),WWW@RIP - 11/06/2025 QTR: 2 CLK: 18:25,,,,,Make 2 Pts,0:10.3,,,1:30:27.58,1:30:37.85,Wisconsin-(Whitewater) Warhawks,WWW@RIP,11/7/2025,2,18:25,Isaac Verges,,,,0 Isaac Verges > P&R Ball Handler > High P&R > Dribble Off Pick > To Basket > Make 2 Pts
219,UWW M2M D,WWW@RIP - 11/06/2025 QTR: 2 CLK: 18:13,,,,,Miss 2 Pts,0:14.1,,,1:30:35.45,1:30:49.58,Ripon Redhawks,WWW@RIP,11/7/2025,2,18:13,Seth Bunders,,,,3 Seth Bunders > Transition > Ballhandler > To Basket > Miss 2 Pts
220,TRAN,WWW@RIP - 11/06/2025 QTR: 2 CLK: 18:08,,,,,Turnover,0:08.4,,,1:30:45.18,1:30:53.53,Wisconsin-(Whitewater) Warhawks,WWW@RIP,11/7/2025,2,18:08,Luke Bara,,,,32 Luke Bara > Transition > Ballhandler > Turnover
221,TRAN,WWW@RIP - 11/06/2025 QTR: 2,,,,,No Violation,0:07.7,,,1:30:49.25,1:30:56.98,Ripon Redhawks,WWW@RIP,11/7/2025,2,,Seth Bunders,,,,3 Seth Bunders > Non Possession > No Violation
222,UWW M2M- SLOB,WWW@RIP - 11/06/2025 QTR: 2 CLK: 17:59,,,,,Make 3 Pts,0:14.8,,,1:31:12.85,1:31:27.65,Ripon Redhawks,WWW@RIP,11/7/2025,2,17:59,CJ Brown,,,,3 Seth Bunders > P&R Ball Handler > High P&R > Dribble Off Pick > Defense Commits > Ball Delivered > 13 CJ Brown > Spot-Up > No Dribble Jumper > Open > Long/3pt > Make 3 Pts
223,PANTHER : - M2M,WWW@RIP - 11/06/2025 QTR: 2,,,,,Non Shooting Foul,0:14.7,,,1:31:31.53,1:31:46.18,Wisconsin-(Whitewater) Warhawks,WWW@RIP,11/7/2025,2,,Brock Marino,,,,21 Brock Marino > Non Possession > Non Shooting Foul
224,BLOB - LINE(CURL) : - M2M,WWW@RIP - 11/06/2025 QTR: 2 CLK: 17:33,,,,,Miss 3 Pts,0:18.7,,,1:32:05.45,1:32:24.18,Wisconsin-(Whitewater) Warhawks,WWW@RIP,11/7/2025,2,17:33,Collin Madson,,,,15 Collin Madson > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
225,Seth Bunders,WWW@RIP - 11/06/2025 QTR: 2 CLK: 17:29,,,,,Turnover,0:00.0,,,1:32:24.18,1:32:22.05,Ripon Redhawks,WWW@RIP,11/7/2025,2,17:29,Seth Bunders,,,,3 Seth Bunders > No Play Type > Turnover
226,UWW M2M D,WWW@RIP - 11/06/2025 QTR: 2,,,,,Non Shooting Foul,0:17.2,,,1:32:27.25,1:32:44.45,Ripon Redhawks,WWW@RIP,11/7/2025,2,,Kolby Williams,,,,12 Kolby Williams > Non Possession > Non Shooting Foul
227,UWW M2M- BLOB,WWW@RIP - 11/06/2025 QTR: 2 CLK: 17:02,,,,,Foul,0:17.5,,,1:32:57.53,1:33:15.05,Ripon Redhawks,WWW@RIP,11/7/2025,2,17:02,Michael Asman,,,,3 Seth Bunders > P&R Ball Handler > High P&R > Dribble Off Pick > Defense Commits > Ball Delivered > 35 Michael Asman > P&R Roll Man > Rolls to Basket > Foul
228,KENTUCKY : - M2M,WWW@RIP - 11/06/2025 QTR: 2 CLK: 16:42,,,,,Make 2 Pts,0:17.1,,,1:34:09.33,1:34:26.38,Wisconsin-(Whitewater) Warhawks,WWW@RIP,11/7/2025,2,16:42,Brock Marino,,,,21 Brock Marino > Post-Up > Right Block > Right Shoulder > Dribble Move > To Basket > Make 2 Pts
229,UWW M2M D,WWW@RIP - 11/06/2025 QTR: 2 CLK: 16:18,,,,,Make 2 Pts,0:18.9,,,1:34:31.25,1:34:50.13,Ripon Redhawks,WWW@RIP,11/7/2025,2,16:18,Kolby Williams,,,,12 Kolby Williams > Post-Up > Left Block > Right Shoulder > Dribble Move > To Basket > Make 2 Pts
230,PANTHER : - M2M,WWW@RIP - 11/06/2025 QTR: 2 CLK: 16:05,,,,,Foul,0:12.3,,,1:36:00.65,1:36:12.93,Wisconsin-(Whitewater) Warhawks,WWW@RIP,11/7/2025,2,16:05,Brock Marino,,,,21 Brock Marino > Post-Up > Left Block > Post Pin > No Dribble Move > To Basket > Foul
231,UWW M2M ,WWW@RIP - 11/06/2025 QTR: 2 CLK: 15:42,,,,,Miss 2 Pts,0:22.7,,,1:36:52.85,1:37:15.53,Ripon Redhawks,WWW@RIP,11/7/2025,2,15:42,CJ Brown,,,,13 CJ Brown > ISO > Right > Drives Right > To Basket > Miss 2 Pts
232,TRAN,WWW@RIP - 11/06/2025 QTR: 2 CLK: 15:35,,,,,Make 2 Pts,0:12.0,,,1:37:10.45,1:37:22.45,Wisconsin-(Whitewater) Warhawks,WWW@RIP,11/7/2025,2,15:35,Isaac Verges,,,,0 Isaac Verges > P&R Ball Handler > High P&R > Dribble Off Pick > To Basket > Make 2 Pts
233,UWW M2M PRESS,WWW@RIP - 11/06/2025 QTR: 2,,,,,No Violation,0:32.6,,,1:37:20.58,1:37:53.13,Ripon Redhawks,WWW@RIP,11/7/2025,2,,Kolby Williams,,,,12 Kolby Williams > Non Possession > No Violation
234,UWW M2M BLOB,WWW@RIP - 11/06/2025 QTR: 2 CLK: 14:57,,,,,Miss 3 Pts,0:09.9,,,1:38:06.73,1:38:16.65,Ripon Redhawks,WWW@RIP,11/7/2025,2,14:57,Seth Bunders,,,,3 Seth Bunders > Off Screen > To Shooter's Right > Straight > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
235,TRAN,WWW@RIP - 11/06/2025 QTR: 2 CLK: 14:57,,,,,Foul,0:10.9,,,1:38:09.78,1:38:20.65,Wisconsin-(Whitewater) Warhawks,WWW@RIP,11/7/2025,2,14:57,Darius Chestnut,,,,10 Darius Chestnut > Transition > Ballhandler > To Basket > Foul
236,UWW M2M D,WWW@RIP - 11/06/2025 QTR: 2 CLK: 14:31,,,,,Miss 2 Pts,0:25.9,,,1:39:07.65,1:39:33.53,Ripon Redhawks,WWW@RIP,11/7/2025,2,14:31,Jack Field,,,,3 Seth Bunders > ISO > Top > Drives Right > Defense Commits > Ball Delivered > 42 Jack Field > Cut > Flash > Miss 2 Pts
