team,jersey_number,name,position,height,class_year,photo_url,source
Carroll (WI) Pioneers,24,CALE BUBOLTZ,G,6-1,FR,https://stats-assets.fastmodelsports.com/images/personnel/Carroll (WI)/2025-2026/Cale Buboltz/1762665853106,FastScout roster page
Carroll (WI) Pioneers,25,AUGGIE HOFFMAN,G,6-2,FR,https://stats-assets.fastmodelsports.com/images/personnel/Carroll (WI)/2025-2026/Auggie Hoffman/1762665852376,FastScout roster page
Carroll (WI) Pioneers,30,HAYDEN STEBBINS,G,6-1,FR,https://stats-assets.fastmodelsports.com/images/personnel/Carroll (WI)/2025-2026/Hayden Stebbins/1762665855070,FastScout roster page
Carroll (WI) Pioneers,33,DENNIS ESTEPP,G,6-0,JR,https://stats-assets.fastmodelsports.com/images/personnel/Carroll (WI)/2025-2026/Dennis Estepp/1762665852651,FastScout roster page
Carroll (WI) Pioneers,34,BRANDON KEATON,F,6-7,FR,"data:image/svg+xml;base64,PHN2ZyB3aWR0aD0iMTM1IiBoZWlnaHQ9IjQ0IiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciPjxwYXRoIGQ9Ik0yNS40OCAyNS44NzFsLTEuNi0yLjc1MyAyLjQ1OC00LjI4NmgtNC45NDlsLTEuNTg1LTIuNzI4aDExLjMwOGwtNS42MjYgOS43NTggMi4xOCAzLjc0NS00LjE2NiA3LjE3N0w3LjMwOCA4Ljg4OGgzMi4zODRsLTQuMTg4IDcuMjE2aC00LjM5MWwxLjk3OS0zLjQzMkgxMy45MDhMMjMuNSAyOS4zMDRsMS45OC0zLjQzM3ptNTMuMTYtNy4zMjdsLS44OTguNTg4YTIuNDMgMi40MyAwIDAwLS41OTMtLjc1NWMtLjE5OC0uMTUtLjU2My0uMzQ3LTEuMTQxLS4zNDctMS4wMDUgMC0xLjcwNC42Mi0xLjcwNCAxLjU1NSAwIC4zOTMuMTA2LjYyLjM4Ljg3Ni4zMDQuMzAyLjY4NS40NjggMS4wNjUuNjM1bC45NzQuNDIyYy41OTMuMjU3IDEuMTQuNTI5IDEuNTY3Ljk1Mi41MTcuNTEzLjczIDEuMTAyLjczIDEuODI3IDAgMS44NTctMS4zODQgMy4wOTYtMy4yMSAzLjA5Ni0uNjcgMC0xLjUwNi0uMTM2LTIuMjA2LS44MTYtLjUwMi0uNDgzLS44MDctMS4xNzgtLjk0NC0xLjc4MmwxLjA5Ni0uMzAyYy4wNzYuNTI5LjMyLjk4Mi42MDggMS4yODQuNDQyLjQzOC45NDQuNTU5IDEuNDYxLjU1OSAxLjM4NSAwIDIuMDM5LS45ODIgMi4wMzktMS45OTQgMC0uNDUzLS4xMzctLjg0NS0uNTAyLTEuMTc4LS4yOS0uMjcxLS42ODUtLjQ1My0xLjIxNy0uNjk0bC0uOTEzLS40MjNjLS4zOTYtLjE4MS0uODk4LS4zOTMtMS4zNTQtLjgzLS40NDItLjQyMy0uNy0uODkyLS43LTEuNjQ3IDAtMS41NTUgMS4yMDItMi41OTcgMi44NDUtMi41OTcuNjI0IDAgMS4xMjYuMTIgMS42MjguNDUzLjQxLjI3Mi43Ni42OC45ODkgMS4xMTh6bTkuOTMtLjU3NHYxLjM4OWE1LjAwMSA1LjAwMSAwIDAwLTEuMzIzLS45MzYgNC4zNSA0LjM1IDAgMDAtMS43NS0uMzkzYy0yLjM0MyAwLTQuMDc4IDEuODczLTQuMDc4IDQuMTk4IDAgMi43MzMgMi4yMzcgNC4xMDggNC4wOTMgNC4xMDguNjg1IDAgMS4zNTQtLjE5NyAxLjg4Ny0uNDY5YTQuNjE0IDQuNjE0IDAgMDAxLjE3MS0uODQ1djEuMzg5YTUuMzEyIDUuMzEyIDAgMDEtMy4wNTguOTgyYy0zLjAxMiAwLTUuMjQ5LTIuMjY2LTUuMjQ5LTUuMTggMC0zLjAwNSAyLjI2Ny01LjI0IDUuMzEtNS4yNC42MDkgMCAxLjc4LjA3NiAyLjk5Ny45OTd6bTYuMzQ2IDkuNDIzYy0yLjkzNyAwLTUuMjgtMi4yMi01LjI4LTUuMjEgMC0zLjAwNSAyLjM1OC01LjIxIDUuMjgtNS4yMSAyLjkyIDAgNS4yOCAyLjIwNSA1LjI4IDUuMjEgMCAyLjk5LTIuMzQ0IDUuMjEtNS4yOCA1LjIxem0wLTkuMzYzYTQuMTI0IDQuMTI0IDAgMDAtNC4xMjQgNC4xNTMgNC4xMjQgNC4xMjQgMCAwMDQuMTI0IDQuMTUzIDQuMTI0IDQuMTI0IDAgMDA0LjEyMy00LjE1MyA0LjEyNCA0LjEyNCAwIDAwLTQuMTIzLTQuMTUzem04LjM3My0uODl2Ni4xNzVjMCAuODQ2IDAgMS43NjcuODA2IDIuNDQ3LjQxMS4zNDcgMS4xMTEuNTc0IDEuNjc0LjU3NHMxLjI2My0uMjI3IDEuNjc0LS41NzRjLjgwNi0uNjguODA2LTEuNjAxLjgwNi0yLjQ0N1YxNy4xNGgxLjEyNnY2LjQ3OGMwIC44NDYtLjA5MSAxLjY2MS0uNjM5IDIuNDE2LS42MDkuODMxLTEuNjc0IDEuMzYtMi45NjcgMS4zNi0xLjI5MyAwLTIuMzU4LS41MjktMi45NjctMS4zNi0uNTQ4LS43NTUtLjYzOS0xLjU3LS42MzktMi40MTZWMTcuMTRoMS4xMjZ6bTEzLjU2MiAxLjA1NmgtMi40NjV2OS4wMTVoLTEuMTI2di05LjAxNWgtMi40NjVWMTcuMTRoNi4wNTZ2MS4wNTctLjAwMXptMi4yNDktMi4wMjZoLjI0MmMuMDc4IDAgLjE0My0uMDEuMTkyLS4wMzIuMDUtLjAyMS4wNzUtLjA3Mi4wNzUtLjE1M2EuMTMyLjEzMiAwIDAwLS4wMjYtLjA4Ni4xNzMuMTczIDAgMDAtLjA2Ni0uMDUuMzM3LjMzNyAwIDAwLS4wOTItLjAyMy43Ny43NyAwIDAwLS4wOTYtLjAwNmgtLjIyOHYuMzVoLS4wMDF6bS0uMjctLjU1N2guNTE1Yy4xNzIgMCAuMzA0LjAzLjM5Ni4wODkuMDkzLjA2LjEzOS4xNjEuMTM5LjMwNWEuNDEuNDEgMCAwMS0uMDI4LjE1OC4yOC4yOCAwIDAxLS4wNzYuMTA3LjM1LjM1IDAgMDEtLjExNC4wNjMuNTg1LjU4NSAwIDAxLS4xNC4wM2wuMzY1LjU4MmgtLjI4NGwtLjMzMy0uNTdoLS4xN3YuNTdoLS4yN3YtMS4zMzR6bS0uNTU4LjcwOGExLjAyMiAxLjAyMiAwIDAwLjI5Ny43MjhjLjA5MS4wOS4yLjE2LjMyMy4yMTEuMTI0LjA1LjI1OC4wNzYuNC4wNzYuMTQgMCAuMjcyLS4wMjUuMzk2LS4wNzZhLjk3OS45NzkgMCAwMC41NDItLjUzM2MuMDU0LS4xMjQuMDgyLS4yNi4wODItLjQwNmEuOTkuOTkgMCAwMC0uNjI0LS45MzMgMS4wNCAxLjA0IDAgMDAtLjM5Ni0uMDc2IDEuMDUgMS4wNSAwIDAwLS40LjA3Ni45OTMuOTkzIDAgMDAtLjU0LjUyOCAxLjAxIDEuMDEgMCAwMC0uMDguNDA1em0tLjI2Ni4wMDFjMC0uMTkzLjAzNS0uMzY5LjEwNi0uNTI2YTEuMjI4IDEuMjI4IDAgMDEuNjkzLS42NTdjLjE1NS0uMDYuMzE3LS4wOTEuNDg3LS4wOTFhMS4zMzIgMS4zMzIgMCAwMS44OTcuMzQ3Yy4xMTguMTEuMjEzLjI0NC4yODMuNDAxLjA3LjE1Ny4xMDYuMzMzLjEwNi41MjZhMS4yNDcgMS4yNDcgMCAwMS0uMzg4LjkzMyAxLjIzMSAxLjIzMSAwIDAxLS40MTEuMjU2Yy0uMTU1LjA2LS4zMTcuMDg5LS40ODcuMDg5LS4xNyAwLS4zMzItLjAzLS40ODctLjA4OWExLjIzMSAxLjIzMSAwIDAxLS43OTktMS4xODl6bS03Mi4xNTEuODAxdjIuMjI3aC0zLjE1MnYxLjY4MmgyLjg2NnYyLjIyN2gtMi44NjZ2My45N2gtMi42MVYxNy4xMjNoNS43NjJ6bTcuMTEgMTAuMTA2bC0uNjE5LTEuNjk3aC0zLjY1bC0uNjc5IDEuNjk3aC0yLjc2bDMuODYxLTEwLjEwNmgyLjg1MWwzLjc4NiAxMC4xMDZoLTIuNzl6bS0zLjU0NS0zLjY5N2gyLjIzMmwtMS4xMzEtMy4yNzMtMS4xMDEgMy4yNzN6bTYuODMgMi43ODhsMS4xMTYtMi4xMjFjLjU1OC41MyAxLjQwMyAxLjAzIDIuMzA4IDEuMDMuNTI4IDAgLjg0NS0uMTY3IDEuMDEtLjM0OWEuOTA2LjkwNiAwIDAwLjI1Ny0uNjM2Ljc5Ljc5IDAgMDAtLjI4Ni0uNjA2Yy0uMjU3LS4yMjctLjY0OS0uMzMzLTEuMjk4LS41M2wtLjY3OC0uMjEyYy0uNDIzLS4xMzctMS4wNDEtLjM2NC0xLjQ0OC0uODE4LS41MTMtLjU2MS0uNTc0LTEuMjczLS41NzQtMS43ODggMC0xLjI0My40ODMtMiAuOTItMi40NC41MTMtLjUxNSAxLjM1OC0uOTU0IDIuNTgtLjk1NC45OTUgMCAyLjE1Ny4zMTggMy4xMDcuODE4bC0xLjA0IDIuMDQ1Yy0uNzg1LS42Mi0xLjM3My0uNjgxLTEuNzItLjY4MS0uMjU3IDAtLjYwNC4wNi0uODYuMzAzLS4xNS4xNTEtLjI1Ni4zMTgtLjI1Ni41NDUgMCAuMTgyLjAzLjMxOC4xMzUuNDU1LjA3Ni4wOS4yNTcuMjcyLjg3NS40NTRsLjguMjQzYy42MzMuMTk3IDEuMjk3LjQyNCAxLjgyNSAxIC41MTIuNTQ1LjY0OCAxLjEwNi42NDggMS44MDIgMCAuOTI1LS4yMjYgMS44MTktLjk1IDIuNTQ2LS44Ni44NjMtMS45IDEuMDMtMi45NzEgMS4wMy0uNjM0IDAtMS4yMzctLjA2LTEuOTc2LS4zMzMtLjE2Ni0uMDYtLjgtLjMwMy0xLjUyNC0uODAzem0xNC43MzItNi45N0g2OC44NHY3Ljg3OWgtMi42MVYxOS4zNWgtMi4xNDJ2LTIuMjI3aDYuODk0djIuMjI3eiIgZmlsbD0iIzA5OTE1RCIgZmlsbC1ydWxlPSJldmVub2RkIi8+PC9zdmc+",FastScout roster page
Carroll (WI) Pioneers,35,MATT LEONHARD,F,6-7,SO,https://stats-assets.fastmodelsports.com/images/personnel/Carroll (WI)/2025-2026/Matt Leonhard/1762665855823,FastScout roster page
Carroll (WI) Pioneers,41,JACOB NABER,F,6-8,SR,https://stats-assets.fastmodelsports.com/images/personnel/Carroll (WI)/2025-2026/Jacob Naber/1762665853365,FastScout roster page
Carroll (WI) Pioneers,42,GREG SMITH,F,6-7,FR,https://download.fastmodeltechnologies.com/FSimages/players/default.png,FastScout roster page
Carroll (WI) Pioneers,44,LAMAR SMITH,F,6-4,SR,https://stats-assets.fastmodelsports.com/images/personnel/Carroll (WI)/2025-2026/Lamar Smith/1762665854865,FastScout roster page
Hope Flying Dutchmen,0,BRADY MILLER,G,6-3,SO,https://stats-assets.fastmodelsports.com/images/personnel/Hope/2025-2026/Brady Miller/1762679106702,FastScout roster page
Hope Flying Dutchmen,1,AVERY SANCHEZ,G,6-1,FR,https://stats-assets.fastmodelsports.com/images/personnel/Hope/2025-2026/Avery Sanchez/1762679107387,FastScout roster page
Hope Flying Dutchmen,2,JUSTIN FISHER,G,6-3,FR,https://stats-assets.fastmodelsports.com/images/personnel/Hope/2025-2026/Justin Fisher/1762679107641,FastScout roster page
Hope Flying Dutchmen,3,BRETT BULTSMA,F,6-4,JR,https://stats-assets.fastmodelsports.com/images/personnel/Hope/2025-2026/Brett Bultsma/1762679107176,FastScout roster page
Hope Flying Dutchmen,4,SAM CARLSON,G,6-4,SR,https://stats-assets.fastmodelsports.com/images/personnel/Hope/2025-2026/Sam Carlson/1762679111488,FastScout roster page
Hope Flying Dutchmen,5,CHARLES HOWELL,F,6-6,SO,https://stats-assets.fastmodelsports.com/images/personnel/Hope/2025-2026/Charles Howell/1762679111739,FastScout roster page
Hope Flying Dutchmen,10,JUSTICE MIMS,G,6-2,SR,https://stats-assets.fastmodelsports.com/images/personnel/Hope/2025-2026/Justice Mims/1762679112288,FastScout roster page
Hope Flying Dutchmen,11,CARTER BISHOP,G,6-3,SO,https://stats-assets.fastmodelsports.com/images/personnel/Hope/2025-2026/Carter Bishop/1762679110488,FastScout roster page
Hope Flying Dutchmen,12,MARCUS WOURMAN,G,5-11,SR,https://stats-assets.fastmodelsports.com/images/personnel/Hope/2025-2026/Marcus Wourman/1762679109478,FastScout roster page
Hope Flying Dutchmen,20,JARED RYG,G,5-10,SO,https://stats-assets.fastmodelsports.com/images/personnel/Hope/2025-2026/Jared Ryg/1762679110909,FastScout roster page
Hope Flying Dutchmen,22,DEVEN MARATHE,G,6-0,SR,https://stats-assets.fastmodelsports.com/images/personnel/Hope/2025-2026/Deven Marathe/1762679110280,FastScout roster page
Hope Flying Dutchmen,23,NEIL IHME,F,6-6,JR,https://stats-assets.fastmodelsports.com/images/personnel/Hope/2025-2026/Neil Ihme/1762679109803,FastScout roster page
Hope Flying Dutchmen,24,PARKER HOVEY,F,6-5,JR,https://stats-assets.fastmodelsports.com/images/personnel/Hope/2025-2026/Parker Hovey/1762679108558,FastScout roster page
Hope Flying Dutchmen,25,CARSON SANDERS,G,6-4,SR,https://stats-assets.fastmodelsports.com/images/personnel/Hope/2025-2026/Carson Sanders/1762679108087,FastScout roster page
Hope Flying Dutchmen,31,BRENDAN CARGILL,G,5-10,FR,https://stats-assets.fastmodelsports.com/images/personnel/Hope/2025-2026/Brendan Cargill/1762679106972,FastScout roster page
Hope Flying Dutchmen,32,SIMON NEUHAUS,F,6-5,JR,https://stats-assets.fastmodelsports.com/images/personnel/Hope/2025-2026/Simon Neuhaus/1762679108352,FastScout roster page
Hope Flying Dutchmen,33,ORION YANT,F,6-6,SO,https://stats-assets.fastmodelsports.com/images/personnel/Hope/2025-2026/Orion Yant/1762679107856,FastScout roster page
Hope Flying Dutchmen,40,SEAN WESOLEK,F/C,6-6,FR,https://stats-assets.fastmodelsports.com/images/personnel/Hope/2025-2026/Sean Wesolek/1762679111986,FastScout roster page
Hope Flying Dutchmen,44,KYLE BLAUCH,F,6-7,SO,https://stats-assets.fastmodelsports.com/images/personnel/Hope/2025-2026/Kyle Blauch/1762679109024,FastScout roster page
Alma Scots,0,RASHAD SMITH,G,6-1,JR,https://stats-assets.fastmodelsports.com/images/personnel/Alma/2025-2026/Rashad Smith/1769015495384,FastScout roster page
Alma Scots,1,ELIJAH SYKES,G,5-10,FR,https://stats-assets.fastmodelsports.com/images/personnel/Alma/2025-2026/Elijah Sykes/1769015496311,FastScout roster page
Alma Scots,2,GRANT MOSSBURG,G,6-0,JR,https://stats-assets.fastmodelsports.com/images/personnel/Alma/2025-2026/Grant Mossburg/1769015493302,FastScout roster page
Alma Scots,3,DONOVAN COLLINS,G,6-0,JR,https://stats-assets.fastmodelsports.com/images/personnel/Alma/2025-2026/Donovan Collins/1769015494497,FastScout roster page
Alma Scots,4,KYLER CHOVANEC,G,6-3,SR,https://stats-assets.fastmodelsports.com/images/personnel/Alma/2025-2026/Kyler Chovanec/1769015496538,FastScout roster page
Alma Scots,5,BRIGHTON GAVIN,G,6-1,SO,https://stats-assets.fastmodelsports.com/images/personnel/Alma/2025-2026/Brighton Gavin/1769015497002,FastScout roster page
Alma Scots,10,JOSS BRADLEY,G,6-1,SO,https://stats-assets.fastmodelsports.com/images/personnel/Alma/2025-2026/Joss Bradley/1769015499211,FastScout roster page
Alma Scots,11,KORBIN HEITZMAN,F,6-7,JR,https://stats-assets.fastmodelsports.com/images/personnel/Alma/2025-2026/Korbin Heitzman/1769015497704,FastScout roster page
Alma Scots,12,TYRAN GRIFFIN,G,6-5,SR,https://stats-assets.fastmodelsports.com/images/personnel/Alma/2025-2026/Tyran Griffin/1769015493607,FastScout roster page
Alma Scots,14,RAINE RODICH,G,6-0,SO,https://stats-assets.fastmodelsports.com/images/personnel/Alma/2025-2026/Raine Rodich/1769015496078,FastScout roster page
Alma Scots,15,PRESTON MALPASS,F,6-7,SO,https://stats-assets.fastmodelsports.com/images/personnel/Alma/2025-2026/Preston Malpass/1769015498234,FastScout roster page
Alma Scots,20,JOSH ELLIOTT,G,6-3,SR,https://stats-assets.fastmodelsports.com/images/personnel/Alma/2025-2026/Josh Elliott/1769015492786,FastScout roster page
Alma Scots,21,LUCIANO GUERRAZZI,F,6-7,JR,https://stats-assets.fastmodelsports.com/images/personnel/Alma/2025-2026/Luciano Guerrazzi/1769015495012,FastScout roster page
Alma Scots,23,DARRION SARDO,G,6-1,FR,https://stats-assets.fastmodelsports.com/images/personnel/Alma/2025-2026/Darrion Sardo/1769015493058,FastScout roster page
Alma Scots,24,LOGAN ST. MARTIN,F/C,6-6,JR,https://stats-assets.fastmodelsports.com/images/personnel/Alma/2025-2026/Logan St. Martin/1769015498468,FastScout roster page
Alma Scots,25,CARLOS WILLIAMS,G,5-11,SO,https://stats-assets.fastmodelsports.com/images/personnel/Alma/2025-2026/Carlos Williams/1769015498717,FastScout roster page
Alma Scots,30,JAMES DYMEK,G/F,6-3,SO,https://stats-assets.fastmodelsports.com/images/personnel/Alma/2025-2026/James Dymek/1769015499500,FastScout roster page
Alma Scots,32,JAXON JURMU,G,6-0,FR,https://stats-assets.fastmodelsports.com/images/personnel/Alma/2025-2026/Jaxon Jurmu/1769015498976,FastScout roster page
Alma Scots,33,LIAM ADAMS,G/F,6-5,SO,https://stats-assets.fastmodelsports.com/images/personnel/Alma/2025-2026/Liam Adams/1769015499724,FastScout roster page
Alma Scots,34,LANCE ATKINSON,C,6-6,JR,https://stats-assets.fastmodelsports.com/images/personnel/Alma/2025-2026/Lance Atkinson/1769015492529,FastScout roster page
Alma Scots,40,WAYLON SALES,F/C,6-6,FR,https://stats-assets.fastmodelsports.com/images/personnel/Alma/2025-2026/Waylon Sales/1769015496776,FastScout roster page
Alma Scots,44,JAYDEN HANSON,G/F,6-4,FR,https://stats-assets.fastmodelsports.com/images/personnel/Alma/2025-2026/Jayden Hanson/1763364485759,FastScout roster page
Alma Scots,86,RYAN MOSSBURG,G,6-0,FR,https://stats-assets.fastmodelsports.com/images/personnel/Alma/2025-2026/Ryan Mossburg/1769015494109,FastScout roster page
Alma Scots,87,MAXX LADD,G,6-2,FR,https://stats-assets.fastmodelsports.com/images/personnel/Alma/2025-2026/Maxx Ladd/1769015493865,FastScout roster page
Alma Scots,88,TAMARION KINDLE,F,6-8,FR,https://stats-assets.fastmodelsports.com/images/personnel/Alma/2025-2026/Tamarion Kindle/1769015497234,FastScout roster page
Alma Scots,92,BEN BEETHAM,G,6-1,FR,https://stats-assets.fastmodelsports.com/images/personnel/Alma/2025-2026/Ben Beetham/1769015495849,FastScout roster page
Alma Scots,94,ISAAC OYET,G/F,6-3,SO,https://stats-assets.fastmodelsports.com/images/personnel/Alma/2025-2026/Isaac Oyet/1769015494741,FastScout roster page
Alma Scots,96,JOSHUA OZIWELE,G/F,6-4,SO,https://stats-assets.fastmodelsports.com/images/personnel/Alma/2025-2026/Joshua Oziwele/1769015497453,FastScout roster page
Alma Scots,97,JOHNNY WIGGINS,G,5-10,SO,https://stats-assets.fastmodelsports.com/images/personnel/Alma/2025-2026/Johnny Wiggins/1769015555527,FastScout roster page
Coe Kohawks,0,ALEKS JAJIC,F,6-6,SO,https://stats-assets.fastmodelsports.com/images/personnel/Coe/2025-2026/Aleks Jajic/1763573359295,FastScout roster page
Coe Kohawks,1,COLE HRUBES,G,6-7,SR,https://stats-assets.fastmodelsports.com/images/personnel/Coe/2025-2026/Cole Hrubes/1763573359574,FastScout roster page
Coe Kohawks,2,RYAN DOLPHIN,G,5-9,SR,https://stats-assets.fastmodelsports.com/images/personnel/Coe/2025-2026/Ryan Dolphin/1763573355664,FastScout roster page
Coe Kohawks,3,BENNO COOPER,G,6-3,JR,https://stats-assets.fastmodelsports.com/images/personnel/Coe/2025-2026/Benno Cooper/1763573358338,FastScout roster page
Coe Kohawks,4,DEUCE WALTERS,G,5-11,JR,https://stats-assets.fastmodelsports.com/images/personnel/Coe/2025-2026/Deuce Walters/1763573356690,FastScout roster page
Coe Kohawks,5,COOPER NAILOR,G,6-1,SR,https://stats-assets.fastmodelsports.com/images/personnel/Coe/2025-2026/Cooper Nailor/1763573358105,FastScout roster page
Coe Kohawks,12,C. REECE BREITENBACH,G,5-11,JR,https://stats-assets.fastmodelsports.com/images/personnel/Coe/2025-2026/C. Reece Breitenbach/1763573359060,FastScout roster page
Coe Kohawks,20,AARON FOOTE,F,6-6,SR,https://stats-assets.fastmodelsports.com/images/personnel/Coe/2025-2026/Aaron Foote/1763573360542,FastScout roster page
Coe Kohawks,22,JACKSON BOWMAN,F,6-7,SR,https://stats-assets.fastmodelsports.com/images/personnel/Coe/2025-2026/Jackson Bowman/1763573360773,FastScout roster page
Coe Kohawks,23,JAY AKIN,G,6-2,JR,https://stats-assets.fastmodelsports.com/images/personnel/Coe/2025-2026/Jay Akin/1763573355940,FastScout roster page
Coe Kohawks,24,BRANDON STONE,G,6-1,SR,https://stats-assets.fastmodelsports.com/images/personnel/Coe/2025-2026/Brandon Stone/1763573357405,FastScout roster page
Coe Kohawks,30,ZACH STRAUSS,G,5-9,JR,https://stats-assets.fastmodelsports.com/images/personnel/Coe/2025-2026/Zach Strauss/1763573360049,FastScout roster page
Coe Kohawks,33,KALEB WILGENBUSCH,G,6-0,FR,https://stats-assets.fastmodelsports.com/images/personnel/Coe/2025-2026/Kaleb Wilgenbusch/1763573359819,FastScout roster page
Coe Kohawks,34,KANYON BRYTE,F,6-8,SO,https://stats-assets.fastmodelsports.com/images/personnel/Coe/2025-2026/Kanyon Bryte/1763573358580,FastScout roster page
Coe Kohawks,35,JACKSON NEWELL,F,6-9,JR,https://stats-assets.fastmodelsports.com/images/personnel/Coe/2025-2026/Jackson Newell/1763573355140,FastScout roster page
Coe Kohawks,40,WYATT SRSEN,G,6-3,FR,https://stats-assets.fastmodelsports.com/images/personnel/Coe/2025-2026/Wyatt Srsen/1763573357641,FastScout roster page
Coe Kohawks,69,JORDAN CATON,G,5-10,SO,https://stats-assets.fastmodelsports.com/images/personnel/Coe/2025-2026/Jordan Caton/1761294164665,FastScout roster page
Coe Kohawks,90,RYLEN STIEGELMEYER,G,6-2,SO,https://stats-assets.fastmodelsports.com/images/personnel/Coe/2025-2026/Rylen Stiegelmeyer/1763573356442,FastScout roster page
Coe Kohawks,95,LUKAS STERN,G,6-3,FR,https://stats-assets.fastmodelsports.com/images/personnel/Coe/2025-2026/Lukas Stern/1763573357885,FastScout roster page
Coe Kohawks,96,BLAKE COLVIN,G,6-1,SO,https://stats-assets.fastmodelsports.com/images/personnel/Coe/2025-2026/Blake Colvin/1763573361080,FastScout roster page
Coe Kohawks,97,ROMAN ELLIOTT,G,6-2,FR,https://stats-assets.fastmodelsports.com/images/personnel/Coe/2025-2026/Roman Elliott/1763573360309,FastScout roster page
Coe Kohawks,98,LEVI RUBIN,G,6-3,JR,https://stats-assets.fastmodelsports.com/images/personnel/Coe/2025-2026/Levi Rubin/1763573361320,FastScout roster page
Coe Kohawks,99,AUSTIN BEESON,G,6-0,SO,https://stats-assets.fastmodelsports.com/images/personnel/Coe/2025-2026/Austin Beeson/1763573358813,FastScout roster page
UW-Oshkosh Titans,0,BRANDON BECK,F,6-7,SO,https://stats-assets.fastmodelsports.com/images/personnel/UW-Oshkosh/2025-2026/Brandon Beck/1762762073018,FastScout roster page
UW-Oshkosh Titans,1,AIDEN HAWKINSON,G,6-3,FR,https://stats-assets.fastmodelsports.com/images/personnel/UW-Oshkosh/2025-2026/Aiden Hawkinson/1762762072031,FastScout roster page
UW-Oshkosh Titans,2,JOEY LACHAPELL,G,6-0,SO,https://stats-assets.fastmodelsports.com/images/personnel/UW-Oshkosh/2025-2026/Joey LaChapell/1762762075014,FastScout roster page
UW-Oshkosh Titans,3,ANDREW NIEMI,G,6-5,SO,https://stats-assets.fastmodelsports.com/images/personnel/UW-Oshkosh/2025-2026/Andrew Niemi/1762762075387,FastScout roster page
UW-Oshkosh Titans,4,MICHAEL METCALF-GRASSMAN,G,6-5,JR,https://stats-assets.fastmodelsports.com/images/personnel/UW-Oshkosh/2025-2026/Michael Metcalf-Grassman/1762762076302,FastScout roster page
UW-Oshkosh Titans,5,MATT IMIG,G,6-1,SR,https://stats-assets.fastmodelsports.com/images/personnel/UW-Oshkosh/2025-2026/Matt Imig/1762762073362,FastScout roster page
UW-Oshkosh Titans,10,NATE NAZOS,G,6-0,SO,https://stats-assets.fastmodelsports.com/images/personnel/UW-Oshkosh/2025-2026/Nate Nazos/1762762074658,FastScout roster page
UW-Oshkosh Titans,11,JAY DALTON,G,6-2,SO,https://stats-assets.fastmodelsports.com/images/personnel/UW-Oshkosh/2025-2026/Jay Dalton/1762762078174,FastScout roster page
UW-Oshkosh Titans,12,JONAH RINDFLEISCH,F,6-8,SR,https://stats-assets.fastmodelsports.com/images/personnel/UW-Oshkosh/2025-2026/Jonah Rindfleisch/1762762077096,FastScout roster page
UW-Oshkosh Titans,13,LOGAN RINDFLEISCH,G,6-5,SO,https://stats-assets.fastmodelsports.com/images/personnel/UW-Oshkosh/2025-2026/Logan Rindfleisch/1762762072476,FastScout roster page
UW-Oshkosh Titans,14,JACK AMBROSE,G,6-5,JR,https://stats-assets.fastmodelsports.com/images/personnel/UW-Oshkosh/2025-2026/Jack Ambrose/1762762073854,FastScout roster page
UW-Oshkosh Titans,20,VITORIO DANTE,F,6-7,SO,https://stats-assets.fastmodelsports.com/images/personnel/UW-Oshkosh/2025-2026/Vitorio Dante/1762762076048,FastScout roster page
UW-Oshkosh Titans,21,CARTER THOMAS,G,6-5,SR,https://stats-assets.fastmodelsports.com/images/personnel/UW-Oshkosh/2025-2026/Carter Thomas/1762762072742,FastScout roster page
UW-Oshkosh Titans,22,REED SECKAR,G,6-0,SR,https://stats-assets.fastmodelsports.com/images/personnel/UW-Oshkosh/2025-2026/Reed Seckar/1762762074113,FastScout roster page
UW-Oshkosh Titans,23,OSKAR KANGAS,F,6-5,FR,https://stats-assets.fastmodelsports.com/images/personnel/UW-Oshkosh/2025-2026/Oskar Kangas/1762762078494,FastScout roster page
UW-Oshkosh Titans,24,MAX TUTAS,G,6-2,JR,https://stats-assets.fastmodelsports.com/images/personnel/UW-Oshkosh/2025-2026/Max Tutas/1762762073628,FastScout roster page
UW-Oshkosh Titans,25,ISAIAH LOMAX,F,6-5,FR,https://stats-assets.fastmodelsports.com/images/personnel/UW-Oshkosh/2025-2026/Isaiah Lomax/1762762074423,FastScout roster page
UW-Oshkosh Titans,30,ADAM GUYETTE,G,6-3,FR,https://stats-assets.fastmodelsports.com/images/personnel/UW-Oshkosh/2025-2026/Adam Guyette/1762762077523,FastScout roster page
UW-Oshkosh Titans,33,RILEY RINDFLEISCH,F,6-8,JR,https://stats-assets.fastmodelsports.com/images/personnel/UW-Oshkosh/2025-2026/Riley Rindfleisch/1762762076535,FastScout roster page
UW-Oshkosh Titans,34,AJ OHRMUNDT,F,6-7,FR,https://stats-assets.fastmodelsports.com/images/personnel/UW-Oshkosh/2025-2026/AJ Ohrmundt/1762762077790,FastScout roster page
UW-Oshkosh Titans,42,BEN GRABNER,F,6-9,FR,https://stats-assets.fastmodelsports.com/images/personnel/UW-Oshkosh/2025-2026/Ben Grabner/1762762076787,FastScout roster page
UW-Oshkosh Titans,44,TRISTAN JOHANKNECHT,F,6-8,JR,https://stats-assets.fastmodelsports.com/images/personnel/UW-Oshkosh/2025-2026/Tristan Johanknecht/1762762075767,FastScout roster page
