opponent,game_date,stint_num,uww_lineup,opp_lineup,start_event_order,end_event_order,end_uww_score,end_opp_score,start_prev_uww_score,start_prev_opp_score,stint_seconds,n_events,uww_margin_change,stint_minutes
UW-River Falls Falcons,2026-02-21,33,"Brock Marino, Collin Madson, Joey Berezowitz, Luke Bara, Tyshawn Teague-Johnson","Gavin Ralph, Micah Thompson, Owen Havlik, Reggie Postel, Reid Tengblad",347,356,56.0,47.0,56.0,47.0,47.0,10,0.0,0.78
UW-River Falls Falcons,2026-02-21,34,"Brock Marino, Collin Madson, Joey Berezowitz, Luke Bara, Tyshawn Teague-Johnson","Gavin Ralph, Jack Leifker, Micah Thompson, Owen Havlik, Reggie Postel",357,365,58.0,48.0,56.0,47.0,56.0,9,1.0,0.93
UW-River Falls Falcons,2026-02-21,35,"Brock Marino, Collin Madson, Isaac Verges, Joey Berezowitz, Luke Bara","Gavin Ralph, Jack Leifker, Micah Thompson, Owen Havlik, Reggie Postel",366,376,60.0,51.0,58.0,48.0,81.0,11,-1.0,1.35
UW-River Falls Falcons,2026-02-21,36,"Brock Marino, Collin Madson, Isaac Verges, Joey Berezowitz, Luke Bara","Gavin Ralph, Jack Leifker, Jeremy Wanguhu, Micah Thompson, Owen Havlik",377,390,60.0,53.0,60.0,51.0,54.0,14,-2.0,0.9
UW-River Falls Falcons,2026-02-21,37,"Brock Marino, Collin Madson, Isaac Verges, Joey Berezowitz, Luke Bara","Drew Tengblad, Jeremy Wanguhu, Micah Thompson, Owen Havlik, Reid Tengblad",391,396,60.0,53.0,60.0,53.0,34.0,6,0.0,0.57
UW-River Falls Falcons,2026-02-21,38,"Brock Marino, Collin Madson, Isaac Verges, Joey Berezowitz, Luke Bara","Brody Variano, Drew Tengblad, Micah Thompson, Owen Havlik, Reid Tengblad",397,409,60.0,55.0,60.0,53.0,38.0,13,-2.0,0.63
UW-River Falls Falcons,2026-02-21,39,"Brock Marino, Collin Madson, Isaac Verges, Jake Quast, Luke Bara","Brody Variano, Drew Tengblad, Micah Thompson, Owen Havlik, Reid Tengblad",410,411,60.0,55.0,60.0,55.0,0.0,2,0.0,0.0
UW-River Falls Falcons,2026-02-21,40,"Brock Marino, Collin Madson, Isaac Verges, Jake Quast, Luke Bara","Brody Variano, Drew Tengblad, Gavin Ralph, Micah Thompson, Reid Tengblad",412,413,60.0,55.0,60.0,55.0,0.0,2,0.0,0.0
UW-River Falls Falcons,2026-02-21,41,"Brock Marino, Collin Madson, Isaac Verges, Jake Quast, Luke Bara","Brody Variano, Drew Tengblad, Gavin Ralph, Jack Leifker, Micah Thompson",414,423,63.0,55.0,60.0,55.0,45.0,10,3.0,0.75
UW-River Falls Falcons,2026-02-21,42,"Brock Marino, Collin Madson, Isaac Verges, Jake Quast, Luke Bara","Brody Variano, Gavin Ralph, Jack Leifker, Micah Thompson, Owen Havlik",424,432,65.0,57.0,63.0,55.0,47.0,9,0.0,0.78
UW-River Falls Falcons,2026-02-21,43,"Brock Marino, Collin Madson, Isaac Verges, Jake Quast, Luke Bara","Gavin Ralph, Jack Leifker, Jeremy Wanguhu, Micah Thompson, Owen Havlik",433,439,67.0,62.0,65.0,57.0,57.0,7,-3.0,0.95
UW-River Falls Falcons,2026-02-21,44,"Brock Marino, Collin Madson, Isaac Verges, Jake Quast, Luke Bara","Gavin Ralph, Jack Leifker, Micah Thompson, Owen Havlik, Reggie Postel",440,441,67.0,62.0,67.0,62.0,12.0,2,0.0,0.2
UW-River Falls Falcons,2026-02-21,45,"Collin Madson, Isaac Verges, Jake Quast, Joey Berezowitz, Luke Bara","Gavin Ralph, Jack Leifker, Micah Thompson, Owen Havlik, Reggie Postel",442,446,69.0,62.0,67.0,62.0,7.0,5,2.0,0.12
UW-River Falls Falcons,2026-02-21,46,"Collin Madson, Isaac Verges, Jake Quast, Luke Bara, Richie Warren","Gavin Ralph, Jack Leifker, Micah Thompson, Owen Havlik, Reggie Postel",447,451,69.0,62.0,69.0,62.0,16.0,5,0.0,0.27
UW-River Falls Falcons,2026-02-21,47,"Collin Madson, Isaac Verges, Jake Quast, Joey Berezowitz, Luke Bara","Gavin Ralph, Jack Leifker, Micah Thompson, Owen Havlik, Reggie Postel",452,453,69.0,62.0,69.0,62.0,0.0,2,0.0,0.0
UW-River Falls Falcons,2026-02-21,48,"Collin Madson, Isaac Verges, Jake Quast, Joey Berezowitz, Luke Bara","Gavin Ralph, Jack Leifker, Jeremy Wanguhu, Micah Thompson, Owen Havlik",454,463,69.0,62.0,69.0,62.0,11.0,10,0.0,0.18
UW-River Falls Falcons,2026-02-21,49,"Collin Madson, Isaac Verges, Isaiah Robinson, JR Lukenbill, Kelton McEwen","Gavin Ralph, Jack Leifker, Jeremy Wanguhu, Micah Thompson, Owen Havlik",464,468,69.0,62.0,69.0,62.0,14.0,5,0.0,0.23
UW-Stevens Point Pointers,2026-01-07,1,"Brock Marino, Collin Madson, JR Lukenbill, Luke Bara, Tyshawn Teague-Johnson","Cal Krohn, Carter Combs, Josiah Butler, Logan Baumgartner, Seth Miron",1,36,12.0,4.0,0.0,0.0,249.0,36,8.0,4.15
UW-Stevens Point Pointers,2026-01-07,2,"Brock Marino, Collin Madson, JR Lukenbill, Luke Bara, Tyshawn Teague-Johnson","Carter Combs, Grant Manz, Josh Bocher, Josiah Butler, Seth Miron",37,43,12.0,6.0,12.0,4.0,32.0,7,-2.0,0.53
UW-Stevens Point Pointers,2026-01-07,3,"Brock Marino, Collin Madson, Jake Quast, Luke Bara, Tyshawn Teague-Johnson","Carter Combs, Grant Manz, Josh Bocher, Josiah Butler, Seth Miron",44,53,12.0,8.0,12.0,6.0,53.0,10,-2.0,0.88
UW-Stevens Point Pointers,2026-01-07,4,"Brock Marino, Collin Madson, Jake Quast, Luke Bara, Richie Warren","Carter Combs, Grant Manz, Josh Bocher, Josiah Butler, Seth Miron",54,55,12.0,8.0,12.0,8.0,0.0,2,0.0,0.0
UW-Stevens Point Pointers,2026-01-07,5,"Brock Marino, Collin Madson, Jake Quast, Luke Bara, Richie Warren","Carter Combs, Grant Manz, Josh Bocher, Max Raimer, Seth Miron",56,61,12.0,8.0,12.0,8.0,9.0,6,0.0,0.15
UW-Stevens Point Pointers,2026-01-07,6,"Brock Marino, Collin Madson, Jake Quast, Luke Bara, Richie Warren","Carter Combs, Josh Bocher, Logan Baumgartner, Max Raimer, Seth Miron",62,69,14.0,10.0,12.0,8.0,37.0,8,0.0,0.62
UW-Stevens Point Pointers,2026-01-07,7,"Brock Marino, Collin Madson, Jake Quast, Luke Bara, Richie Warren","Carter Combs, Josh Bocher, Josiah Butler, Logan Baumgartner, Max Raimer",70,71,14.0,10.0,14.0,10.0,0.0,2,0.0,0.0
UW-Stevens Point Pointers,2026-01-07,8,"Collin Madson, Isaac Verges, Jake Quast, Luke Bara, Richie Warren","Carter Combs, Josh Bocher, Josiah Butler, Logan Baumgartner, Max Raimer",72,82,14.0,11.0,14.0,10.0,47.0,11,-1.0,0.78
UW-Stevens Point Pointers,2026-01-07,9,"Collin Madson, Isaac Verges, JR Lukenbill, Luke Bara, Richie Warren","Carter Combs, Josh Bocher, Josiah Butler, Logan Baumgartner, Max Raimer",83,84,14.0,11.0,14.0,11.0,0.0,2,0.0,0.0
UW-Stevens Point Pointers,2026-01-07,10,"Collin Madson, Isaac Verges, JR Lukenbill, Luke Bara, Richie Warren","Carter Combs, Josh Bocher, Josiah Butler, Logan Baumgartner, Seth Miron",85,94,14.0,13.0,14.0,11.0,37.0,10,-2.0,0.62
UW-Stevens Point Pointers,2026-01-07,11,"Collin Madson, Isaac Verges, JR Lukenbill, Luke Bara, Richie Warren","Josh Bocher, Josiah Butler, Logan Baumgartner, Seth Miron, Tyler Orr",95,110,16.0,15.0,14.0,13.0,79.0,16,0.0,1.32
UW-Stevens Point Pointers,2026-01-07,12,"Collin Madson, Darius Chestnut, JR Lukenbill, Luke Bara, Richie Warren","Josh Bocher, Josiah Butler, Logan Baumgartner, Seth Miron, Tyler Orr",111,112,16.0,15.0,16.0,15.0,0.0,2,0.0,0.0
UW-Stevens Point Pointers,2026-01-07,13,"Collin Madson, Darius Chestnut, JR Lukenbill, Luke Bara, Richie Warren","Carter Combs, Josh Bocher, Logan Baumgartner, Seth Miron, Tyler Orr",113,122,18.0,17.0,16.0,15.0,55.0,10,0.0,0.92
UW-Stevens Point Pointers,2026-01-07,14,"Collin Madson, Darius Chestnut, JR Lukenbill, Luke Bara, Richie Warren","Carter Combs, Josh Bocher, Logan Baumgartner, Max Raimer, Seth Miron",123,124,18.0,17.0,18.0,17.0,0.0,2,0.0,0.0
UW-Stevens Point Pointers,2026-01-07,15,"Collin Madson, Darius Chestnut, JR Lukenbill, Luke Bara, Richie Warren","Carter Combs, Isaiah Moore, Josh Bocher, Max Raimer, Seth Miron",125,125,18.0,17.0,18.0,17.0,0.0,1,0.0,0.0
UW-Stevens Point Pointers,2026-01-07,16,"Darius Chestnut, JR Lukenbill, Luke Bara, Richie Warren, Tyshawn Teague-Johnson","Carter Combs, Isaiah Moore, Josh Bocher, Max Raimer, Seth Miron",126,152,25.0,24.0,18.0,17.0,179.0,27,0.0,2.98
UW-Stevens Point Pointers,2026-01-07,17,"Brock Marino, Collin Madson, Darius Chestnut, Luke Bara, Tyshawn Teague-Johnson","Carter Combs, Isaiah Moore, Josh Bocher, Max Raimer, Seth Miron",153,154,25.0,24.0,25.0,24.0,0.0,2,0.0,0.0
UW-Stevens Point Pointers,2026-01-07,18,"Brock Marino, Collin Madson, Darius Chestnut, Luke Bara, Tyshawn Teague-Johnson","Isaiah Moore, James Jacobs, Logan Baumgartner, Max Raimer, Seth Miron",155,163,27.0,24.0,25.0,24.0,45.0,9,2.0,0.75
UW-Stevens Point Pointers,2026-01-07,19,"Brock Marino, Collin Madson, Darius Chestnut, Joey Berezowitz, Tyshawn Teague-Johnson","Isaiah Moore, James Jacobs, Logan Baumgartner, Max Raimer, Seth Miron",164,177,30.0,28.0,27.0,24.0,66.0,14,-1.0,1.1
UW-Stevens Point Pointers,2026-01-07,20,"Brock Marino, Collin Madson, Darius Chestnut, Joey Berezowitz, Tyshawn Teague-Johnson","Isaiah Moore, Josh Bocher, Logan Baumgartner, Max Raimer, Seth Miron",178,195,32.0,28.0,30.0,28.0,64.0,18,2.0,1.07
UW-Stevens Point Pointers,2026-01-07,21,"Brock Marino, Collin Madson, Darius Chestnut, Joey Berezowitz, Richie Warren","Isaiah Moore, Josh Bocher, Logan Baumgartner, Max Raimer, Seth Miron",196,197,32.0,28.0,32.0,28.0,0.0,2,0.0,0.0
UW-Stevens Point Pointers,2026-01-07,22,"Brock Marino, Collin Madson, Darius Chestnut, Joey Berezowitz, Richie Warren","Josh Bocher, Logan Baumgartner, Max Raimer, Seth Miron, Tyler Orr",198,205,32.0,29.0,32.0,28.0,39.0,8,-1.0,0.65
UW-Stevens Point Pointers,2026-01-07,23,"Brock Marino, Collin Madson, Darius Chestnut, Luke Bara, Richie Warren","Josh Bocher, Logan Baumgartner, Max Raimer, Seth Miron, Tyler Orr",206,215,32.0,32.0,32.0,29.0,38.0,10,-3.0,0.63
UW-Stevens Point Pointers,2026-01-07,24,"Collin Madson, JR Lukenbill, Kelton McEwen, Luke Bara, Richie Warren","Josh Bocher, Logan Baumgartner, Max Raimer, Seth Miron, Tyler Orr",216,221,32.0,32.0,32.0,32.0,27.0,6,0.0,0.45
UW-Stevens Point Pointers,2026-01-07,25,"Collin Madson, JR Lukenbill, Kelton McEwen, Luke Bara, Tyshawn Teague-Johnson","Josh Bocher, Logan Baumgartner, Max Raimer, Seth Miron, Tyler Orr",222,232,32.0,32.0,32.0,32.0,31.0,11,0.0,0.52
UW-Stevens Point Pointers,2026-01-07,26,"Collin Madson, JR Lukenbill, Kelton McEwen, Luke Bara, Tyshawn Teague-Johnson","James Jacobs, Josh Bocher, Logan Baumgartner, Max Raimer, Tyler Orr",233,245,34.0,34.0,32.0,32.0,101.0,13,0.0,1.68
UW-Stevens Point Pointers,2026-01-07,27,"Collin Madson, JR Lukenbill, Kelton McEwen, Luke Bara, Tyshawn Teague-Johnson","Grant Manz, James Jacobs, Josh Bocher, Max Raimer, Tyler Orr",246,257,35.0,34.0,34.0,34.0,5.0,12,1.0,0.08
UW-Stevens Point Pointers,2026-01-07,28,"Collin Madson, JR Lukenbill, Kelton McEwen, Luke Bara, Tyshawn Teague-Johnson","Carter Combs, Josh Bocher, Josiah Butler, Logan Baumgartner, Seth Miron",258,259,35.0,34.0,35.0,34.0,0.0,2,0.0,0.0
UW-Stevens Point Pointers,2026-01-07,29,"Darius Chestnut, JR Lukenbill, Kelton McEwen, Luke Bara, Tyshawn Teague-Johnson","Carter Combs, Josh Bocher, Josiah Butler, Logan Baumgartner, Seth Miron",260,262,35.0,34.0,35.0,34.0,4.0,3,0.0,0.07
UW-Stevens Point Pointers,2026-01-07,30,"Brock Marino, Collin Madson, JR Lukenbill, Luke Bara, Tyshawn Teague-Johnson","Carter Combs, Josh Bocher, Josiah Butler, Logan Baumgartner, Seth Miron",265,275,37.0,37.0,35.0,34.0,74.0,11,-1.0,1.23
UW-Stevens Point Pointers,2026-01-07,31,"Brock Marino, Collin Madson, JR Lukenbill, Luke Bara, Tyshawn Teague-Johnson","Carter Combs, Grant Manz, Josiah Butler, Logan Baumgartner, Seth Miron",276,310,40.0,43.0,37.0,37.0,219.0,35,-3.0,3.65
UW-Stevens Point Pointers,2026-01-07,32,"Brock Marino, Collin Madson, JR Lukenbill, Luke Bara, Richie Warren","Carter Combs, Grant Manz, Josiah Butler, Logan Baumgartner, Seth Miron",311,312,40.0,43.0,40.0,43.0,0.0,2,0.0,0.0
UW-Stevens Point Pointers,2026-01-07,33,"Brock Marino, Collin Madson, JR Lukenbill, Luke Bara, Richie Warren","Carter Combs, Josiah Butler, Logan Baumgartner, Max Raimer, Seth Miron",313,324,45.0,45.0,40.0,43.0,98.0,12,3.0,1.63
UW-Stevens Point Pointers,2026-01-07,34,"Collin Madson, JR Lukenbill, Jake Quast, Luke Bara, Richie Warren","Carter Combs, Josiah Butler, Logan Baumgartner, Max Raimer, Seth Miron",325,326,45.0,45.0,45.0,45.0,0.0,2,0.0,0.0
UW-Stevens Point Pointers,2026-01-07,35,"Collin Madson, JR Lukenbill, Jake Quast, Luke Bara, Richie Warren","Carter Combs, Josh Bocher, Josiah Butler, Max Raimer, Seth Miron",327,328,45.0,45.0,45.0,45.0,0.0,2,0.0,0.0
UW-Stevens Point Pointers,2026-01-07,36,"Collin Madson, Darius Chestnut, Jake Quast, Luke Bara, Richie Warren","Carter Combs, Josh Bocher, Josiah Butler, Max Raimer, Seth Miron",329,346,47.0,47.0,45.0,45.0,111.0,18,0.0,1.85
UW-Stevens Point Pointers,2026-01-07,37,"Collin Madson, Darius Chestnut, Jake Quast, Luke Bara, Tyshawn Teague-Johnson","Carter Combs, Josh Bocher, Josiah Butler, Max Raimer, Seth Miron",347,348,47.0,47.0,47.0,47.0,0.0,2,0.0,0.0
UW-Stevens Point Pointers,2026-01-07,38,"Collin Madson, Darius Chestnut, Jake Quast, Luke Bara, Tyshawn Teague-Johnson","Carter Combs, Josh Bocher, Josiah Butler, Logan Baumgartner, Seth Miron",349,364,47.0,52.0,47.0,47.0,97.0,16,-5.0,1.62
UW-Stevens Point Pointers,2026-01-07,39,"Brock Marino, Collin Madson, Darius Chestnut, Jake Quast, Luke Bara","Carter Combs, Josh Bocher, Josiah Butler, Logan Baumgartner, Seth Miron",365,366,47.0,52.0,47.0,52.0,0.0,2,0.0,0.0
UW-Stevens Point Pointers,2026-01-07,40,"Brock Marino, Collin Madson, Darius Chestnut, Jake Quast, Luke Bara","Carter Combs, Grant Manz, Josh Bocher, Josiah Butler, Seth Miron",367,371,47.0,52.0,47.0,52.0,24.0,5,0.0,0.4
UW-Stevens Point Pointers,2026-01-07,41,"Brock Marino, Darius Chestnut, JR Lukenbill, Jake Quast, Luke Bara","Carter Combs, Grant Manz, Josh Bocher, Josiah Butler, Seth Miron",372,392,52.0,57.0,47.0,52.0,110.0,21,0.0,1.83
UW-Stevens Point Pointers,2026-01-07,42,"Brock Marino, Darius Chestnut, JR Lukenbill, Jake Quast, Luke Bara","Carter Combs, Josh Bocher, Josiah Butler, Logan Baumgartner, Seth Miron",393,404,52.0,59.0,52.0,57.0,17.0,12,-2.0,0.28
UW-Stevens Point Pointers,2026-01-07,43,"Brock Marino, Darius Chestnut, JR Lukenbill, Jake Quast, Luke Bara","Carter Combs, Josiah Butler, Logan Baumgartner, Max Raimer, Seth Miron",405,416,53.0,59.0,52.0,59.0,45.0,12,1.0,0.75
UW-Stevens Point Pointers,2026-01-07,44,"Brock Marino, Collin Madson, Jake Quast, Luke Bara, Tyshawn Teague-Johnson","Carter Combs, Josiah Butler, Logan Baumgartner, Max Raimer, Seth Miron",417,427,56.0,63.0,53.0,59.0,63.0,11,-1.0,1.05
UW-Stevens Point Pointers,2026-01-07,45,"Brock Marino, Collin Madson, Isaac Verges, Luke Bara, Tyshawn Teague-Johnson","Carter Combs, Josiah Butler, Logan Baumgartner, Max Raimer, Seth Miron",428,429,56.0,63.0,56.0,63.0,0.0,2,0.0,0.0
UW-Stevens Point Pointers,2026-01-07,46,"Brock Marino, Collin Madson, Isaac Verges, Luke Bara, Tyshawn Teague-Johnson","Carter Combs, Josh Bocher, Josiah Butler, Max Raimer, Seth Miron",430,438,58.0,65.0,56.0,63.0,36.0,9,0.0,0.6
UW-Stevens Point Pointers,2026-01-07,47,"Brock Marino, Collin Madson, Isaac Verges, Luke Bara, Richie Warren","Carter Combs, Josh Bocher, Josiah Butler, Max Raimer, Seth Miron",439,440,58.0,65.0,58.0,65.0,0.0,2,0.0,0.0
UW-Stevens Point Pointers,2026-01-07,48,"Brock Marino, Collin Madson, JR Lukenbill, Luke Bara, Richie Warren","Carter Combs, Josh Bocher, Josiah Butler, Max Raimer, Seth Miron",441,483,67.0,77.0,58.0,65.0,274.0,43,-3.0,4.57
UW-Stevens Point Pointers,2026-01-07,49,"Brock Marino, Collin Madson, Darius Chestnut, Luke Bara, Richie Warren","Carter Combs, Josh Bocher, Josiah Butler, Max Raimer, Seth Miron",484,491,71.0,79.0,67.0,77.0,18.0,8,2.0,0.3
UW-Stevens Point Pointers,2026-02-18,1,"Brock Marino, Collin Madson, Isaac Verges, Luke Bara, Richie Warren","Grant Manz, Josiah Butler, Logan Baumgartner, Seth Miron, Shane Tarjan",1,30,8.0,10.0,0.0,0.0,195.0,30,-2.0,3.25
UW-Stevens Point Pointers,2026-02-18,2,"Brock Marino, Collin Madson, Isaac Verges, Luke Bara, Richie Warren","Carter Combs, Josiah Butler, Logan Baumgartner, Max Raimer, Seth Miron",31,31,8.0,10.0,8.0,10.0,0.0,1,0.0,0.0
UW-Stevens Point Pointers,2026-02-18,3,"Collin Madson, Jake Quast, Joey Berezowitz, Luke Bara, Richie Warren","Carter Combs, Josiah Butler, Logan Baumgartner, Max Raimer, Seth Miron",32,45,10.0,12.0,8.0,10.0,73.0,14,0.0,1.22
UW-Stevens Point Pointers,2026-02-18,4,"Collin Madson, Jake Quast, Joey Berezowitz, Luke Bara, Richie Warren","Carter Combs, Grant Manz, Josiah Butler, Max Raimer, Seth Miron",46,47,10.0,12.0,10.0,12.0,0.0,2,0.0,0.0
UW-Stevens Point Pointers,2026-02-18,5,"Brock Marino, Collin Madson, Jake Quast, Joey Berezowitz, Luke Bara","Carter Combs, Grant Manz, Josiah Butler, Max Raimer, Seth Miron",48,52,12.0,12.0,10.0,12.0,12.0,5,2.0,0.2
UW-Stevens Point Pointers,2026-02-18,6,"Brock Marino, Collin Madson, Jake Quast, Joey Berezowitz, Luke Bara","Carter Combs, Grant Manz, Josiah Butler, Logan Baumgartner, Seth Miron",53,54,12.0,12.0,12.0,12.0,0.0,2,0.0,0.0
UW-Stevens Point Pointers,2026-02-18,7,"Brock Marino, Collin Madson, Jake Quast, Joey Berezowitz, Kelton McEwen","Carter Combs, Grant Manz, Josiah Butler, Logan Baumgartner, Seth Miron",55,56,12.0,12.0,12.0,12.0,0.0,2,0.0,0.0
UW-Stevens Point Pointers,2026-02-18,8,"Brock Marino, Collin Madson, Jake Quast, Joey Berezowitz, Kelton McEwen","Carter Combs, Drew Daoust, Grant Manz, Josiah Butler, Logan Baumgartner",57,71,17.0,17.0,12.0,12.0,116.0,15,0.0,1.93
UW-Stevens Point Pointers,2026-02-18,9,"Brock Marino, Collin Madson, Jake Quast, Joey Berezowitz, Kelton McEwen","Carter Combs, Drew Daoust, Grant Manz, Logan Baumgartner, Seth Miron",72,75,17.0,17.0,17.0,17.0,0.0,4,0.0,0.0
UW-Stevens Point Pointers,2026-02-18,10,"Brock Marino, Isaac Verges, JR Lukenbill, Jake Quast, Kelton McEwen","Carter Combs, Drew Daoust, Grant Manz, Logan Baumgartner, Seth Miron",76,82,17.0,18.0,17.0,17.0,42.0,7,-1.0,0.7
UW-Stevens Point Pointers,2026-02-18,11,"Brock Marino, Isaac Verges, JR Lukenbill, Jake Quast, Kelton McEwen","Carter Combs, Drew Daoust, Grant Manz, Seth Miron, Shane Tarjan",83,93,17.0,18.0,17.0,18.0,26.0,11,0.0,0.43
UW-Stevens Point Pointers,2026-02-18,12,"Brock Marino, Isaac Verges, JR Lukenbill, Jake Quast, Kelton McEwen","Carter Combs, Drew Daoust, Josiah Butler, Logan Baumgartner, Seth Miron",94,95,17.0,18.0,17.0,18.0,0.0,2,0.0,0.0
UW-Stevens Point Pointers,2026-02-18,13,"Isaac Verges, JR Lukenbill, Jake Quast, Luke Bara, Richie Warren","Carter Combs, Drew Daoust, Josiah Butler, Logan Baumgartner, Seth Miron",96,100,17.0,18.0,17.0,18.0,17.0,5,0.0,0.28
UW-Stevens Point Pointers,2026-02-18,14,"Collin Madson, Isaac Verges, JR Lukenbill, Luke Bara, Richie Warren","Carter Combs, Drew Daoust, Josiah Butler, Logan Baumgartner, Seth Miron",101,108,17.0,18.0,17.0,18.0,50.0,8,0.0,0.83
UW-Stevens Point Pointers,2026-02-18,15,"Collin Madson, Isaac Verges, JR Lukenbill, Luke Bara, Richie Warren","Carter Combs, Grant Manz, Josiah Butler, Logan Baumgartner, Seth Miron",109,119,19.0,20.0,17.0,18.0,91.0,11,0.0,1.52
UW-Stevens Point Pointers,2026-02-18,16,"Collin Madson, Isaac Verges, JR Lukenbill, Luke Bara, Richie Warren","Drew Daoust, Grant Manz, Josiah Butler, Logan Baumgartner, Seth Miron",120,124,19.0,22.0,19.0,20.0,9.0,5,-2.0,0.15
UW-Stevens Point Pointers,2026-02-18,17,"Collin Madson, Isaac Verges, JR Lukenbill, Luke Bara, Richie Warren","Grant Manz, Josiah Butler, Logan Baumgartner, Seth Miron, Shane Tarjan",125,126,19.0,22.0,19.0,22.0,0.0,2,0.0,0.0
UW-Stevens Point Pointers,2026-02-18,18,"Brock Marino, Collin Madson, Isaac Verges, Luke Bara, Richie Warren","Grant Manz, Josiah Butler, Logan Baumgartner, Seth Miron, Shane Tarjan",127,129,19.0,22.0,19.0,22.0,18.0,3,0.0,0.3
UW-Stevens Point Pointers,2026-02-18,19,"Brock Marino, Collin Madson, Isaac Verges, Luke Bara, Richie Warren","Carter Combs, Grant Manz, Josiah Butler, Logan Baumgartner, Seth Miron",130,149,23.0,27.0,19.0,22.0,189.0,20,-1.0,3.15
UW-Stevens Point Pointers,2026-02-18,20,"Brock Marino, Collin Madson, Isaac Verges, Luke Bara, Richie Warren","Carter Combs, Grant Manz, Josiah Butler, Seth Miron, Tyler Orr",150,154,23.0,27.0,23.0,27.0,0.0,5,0.0,0.0
UW-Stevens Point Pointers,2026-02-18,21,"Brock Marino, Collin Madson, Isaiah Robinson, Jake Quast, Luke Bara","Carter Combs, Grant Manz, Josiah Butler, Seth Miron, Tyler Orr",155,155,23.0,27.0,23.0,27.0,0.0,1,0.0,0.0
UW-Stevens Point Pointers,2026-02-18,22,"Brock Marino, Collin Madson, Isaiah Robinson, Jake Quast, Luke Bara","Carter Combs, Josiah Butler, Seth Miron, Shane Tarjan, Tyler Orr",156,181,27.0,31.0,23.0,27.0,165.0,26,0.0,2.75
UW-Stevens Point Pointers,2026-02-18,23,"Brock Marino, Collin Madson, Isaiah Robinson, Jake Quast, Luke Bara","Carter Combs, Drew Daoust, Josiah Butler, Logan Baumgartner, Shane Tarjan",182,183,27.0,31.0,27.0,31.0,0.0,2,0.0,0.0
UW-Stevens Point Pointers,2026-02-18,24,"Brock Marino, Collin Madson, Isaac Verges, Jake Quast, Joey Berezowitz","Carter Combs, Drew Daoust, Josiah Butler, Logan Baumgartner, Shane Tarjan",184,188,28.0,33.0,27.0,31.0,42.0,5,-1.0,0.7
UW-Stevens Point Pointers,2026-02-18,25,"Brock Marino, Collin Madson, Isaac Verges, Joey Berezowitz, Tyshawn Teague-Johnson","Carter Combs, Drew Daoust, Josiah Butler, Logan Baumgartner, Shane Tarjan",189,195,28.0,33.0,28.0,33.0,33.0,7,0.0,0.55
UW-Stevens Point Pointers,2026-02-18,26,"Brock Marino, Collin Madson, Isaac Verges, Joey Berezowitz, Tyshawn Teague-Johnson","Carter Combs, Drew Daoust, Josiah Butler, Logan Baumgartner, Seth Miron",196,203,28.0,33.0,28.0,33.0,46.0,8,0.0,0.77
UW-Stevens Point Pointers,2026-02-18,27,"Brock Marino, Collin Madson, Isaac Verges, Joey Berezowitz, Tyshawn Teague-Johnson","Carter Combs, Josiah Butler, Logan Baumgartner, Seth Miron, Shane Tarjan",204,209,28.0,35.0,28.0,33.0,40.0,6,-2.0,0.67
UW-Stevens Point Pointers,2026-02-18,28,"Brock Marino, Collin Madson, Joey Berezowitz, Luke Bara, Tyshawn Teague-Johnson","Carter Combs, Josiah Butler, Logan Baumgartner, Seth Miron, Shane Tarjan",210,211,28.0,35.0,28.0,35.0,0.0,2,0.0,0.0
UW-Stevens Point Pointers,2026-02-18,29,"Brock Marino, Collin Madson, Joey Berezowitz, Luke Bara, Tyshawn Teague-Johnson","Carter Combs, James Jacobs, Logan Baumgartner, Seth Miron, Shane Tarjan",212,217,28.0,35.0,28.0,35.0,32.0,6,0.0,0.53
UW-Stevens Point Pointers,2026-02-18,30,"Brock Marino, Collin Madson, Joey Berezowitz, Luke Bara, Tyshawn Teague-Johnson","Carter Combs, Drew Daoust, Josiah Butler, Logan Baumgartner, Seth Miron",218,218,28.0,35.0,28.0,35.0,0.0,1,0.0,0.0
UW-Stevens Point Pointers,2026-02-18,31,"Collin Madson, Joey Berezowitz, Luke Bara, Richie Warren, Tyshawn Teague-Johnson","Carter Combs, Drew Daoust, Josiah Butler, Logan Baumgartner, Seth Miron",219,219,28.0,35.0,28.0,35.0,0.0,1,0.0,0.0
UW-Stevens Point Pointers,2026-02-18,32,"Brock Marino, Collin Madson, Isaac Verges, Luke Bara, Richie Warren","Carter Combs, Grant Manz, Josiah Butler, Logan Baumgartner, Seth Miron",222,247,31.0,41.0,28.0,35.0,150.0,26,-3.0,2.5
UW-Stevens Point Pointers,2026-02-18,33,"Brock Marino, Collin Madson, Isaac Verges, Luke Bara, Richie Warren","Carter Combs, Josiah Butler, Logan Baumgartner, Max Raimer, Seth Miron",248,249,31.0,41.0,31.0,41.0,0.0,2,0.0,0.0
UW-Stevens Point Pointers,2026-02-18,34,"Collin Madson, Isaac Verges, Jake Quast, Luke Bara, Richie Warren","Carter Combs, Josiah Butler, Logan Baumgartner, Max Raimer, Seth Miron",250,274,37.0,41.0,31.0,41.0,184.0,25,6.0,3.07
